日付,【得意先】,伝票番号,商品名,数量,単位,単価,金額,粗利
2022-01-06,三機工業　株式会社　（葛西/山本）,446251,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2022-01-12,三機工業　株式会社　（葛西/山本）,445971,運搬費（10ｔｗ）,1 ,台,35000 ,38500 ,23100 
2022-02-01,三機工業　株式会社　（葛西/山本）,449022,運搬費（4ｔｃ）返品分運搬費,1 ,台,21000 ,23100 ,38500 
2022-02-01,三機工業　株式会社　（葛西/山本）,449702,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2022-02-03,三機工業　株式会社　（葛西/山本）,449201,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2022-02-22,三機工業　株式会社　（葛西/山本）,451681,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2022-03-01,三機工業　株式会社　（葛西/山本）,452862,運搬費（4ｔﾕﾆｯｸ）,1 ,台,28000 ,30800 ,23100 
2022-03-01,三機工業　株式会社　（葛西/山本）,452869,運搬費（10ｔダンプ）,1 ,台,35000 ,38500 ,30800 
2022-03-24,三機工業　株式会社　（葛西/山本）,457405,運搬費（4ｔｄ）,1 ,台,20000 ,22000 ,38500 
2022-03-24,三機工業　株式会社　（葛西/山本）,457410,運搬費（4ｔｄ）,1 ,台,20000 ,22000 ,22000 
2022-03-24,三機工業　株式会社　（葛西/山本）,457418,運搬費（4ｔﾕﾆｯｸ半日作業費）,1 ,台,35000 ,38500 ,22000 
2022-03-24,三機工業　株式会社　（葛西/山本）,457557,運搬費（4ｔｄ）,1 ,台,20000 ,22000 ,38500 
2022-03-24,三機工業　株式会社　（葛西/山本）,457559,運搬費（4ｔｄ）,1 ,台,20000 ,22000 ,22000 
2022-03-24,三機工業　株式会社　（葛西/山本）,457563,運搬費（4ｔｄ）,1 ,台,20000 ,22000 ,22000 
2022-03-24,三機工業　株式会社　（葛西/山本）,457574,運搬費（4ｔｄ）,1 ,台,20000 ,22000 ,22000 
2022-02-01,三機工業　株式会社　（浅川/下池）,449192,コンテナ設置費,1 ,台,12000 ,13200 ,22000 
2022-02-14,三機工業　株式会社　（葛西/阿部）,450544,コンテナ設置費,1 ,台,12000 ,13200 ,13200 
2022-02-24,三機工業　株式会社　（葛西/阿部）,453067,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,13200 
2022-03-02,三機工業　株式会社　（葛西/阿部）,453839,コンテナ設置費,1 ,台,12000 ,13200 ,23100 
2022-03-08,三機工業　株式会社　（葛西/阿部）,454309,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,13200 
2022-03-17,三機工業　株式会社　（葛西/阿部）,456214,運搬費（3ｔｃ）,1 ,台,21000 ,23100 ,23100 
2022-03-17,三機工業　株式会社　（葛西/阿部）,456217,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2022-03-22,三機工業　株式会社　（葛西/阿部）,456820,運搬費（10ｔｄ）,1 ,台,35000 ,38500 ,23100 
2022-03-22,三機工業　株式会社　（葛西/阿部）,456820,運搬費（4ｔﾕﾆｯｸ作業のみ）,1 ,台,28000 ,30800 ,38500 
2022-03-03,三機工業　株式会社　（朝霞/田中）,454057,運搬費（ヒアブ車）,1 ,台,27000 ,29700 ,30800 
2022-03-03,三機工業　株式会社　（朝霞/田中）,454057,運搬費（大型車）,1 ,台,25000 ,27500 ,29700 
2022-03-10,三機工業　株式会社　（朝霞/田中）,454456,運搬費（4ｔﾕﾆｯｸ）,1 ,台,30000 ,33000 ,27500 
,,,,,,,,
