日付,得意先,,,商品名,,,,,,,,,,数量,,,,,,単価,,,,,金額
2021/03/04,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/03/04,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/03/04,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/03/08,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/03/10,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,33000,,,,,36300
2021/03/10,メタウォーター株式会社,,,鉛蓄電池,,,,,,,,,,60,,,,,,350,,,,,23100
2021/03/12,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,18000,,,,,19800
2021/03/12,メタウォーター株式会社,,,高速代,,,,,,,,,,1,,,,,,2940,,,,,2940
2021/03/15,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/03/16,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/03/16,メタウォーター株式会社,,,時間割増,,,,,,,,,,0.5,,,,,,5000,,,,,2750
2021/03/17,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,15000,,,,,16500
2021/03/18,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,60000,,,,,66000
2021/03/19,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,19000,,,,,20900
2021/03/23,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,19000,,,,,20900
2021/03/25,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/03/25,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,16000,,,,,17600
2021/03/26,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,22000,,,,,24200
2021/03/29,メタウォーター株式会社,,,廃石綿,,,,,,,,,,1,,,,,,65000,,,,,71500
2020/07/10,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,65000,,,,,71500
2020/07/10,メタウォーター株式会社,,,燃え殻（特管）,,,,,,,,,,9130,,,,,,110,,,,,1104730
2020/07/16,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,65000,,,,,71500
2020/07/16,メタウォーター株式会社,,,燃え殻（特管）,,,,,,,,,,5650,,,,,,110,,,,,683650
2020/07/16,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,65000,,,,,71500
2020/07/16,メタウォーター株式会社,,,燃え殻（特管）,,,,,,,,,,5840,,,,,,110,,,,,706640
2020/08/14,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,120000,,,,,132000
2020/08/14,メタウォーター株式会社,,,汚泥（特管）,,,,,,,,,,1,,,,,,95000,,,,,104500
2020/09/11,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,60000,,,,,66000
2020/09/11,メタウォーター株式会社,,,燃え殻,,,,,,,,,,6,,,,,,30000,,,,,198000
2020/09/11,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,120000,,,,,132000
2020/09/11,メタウォーター株式会社,,,諸経費,,,,,,,,,,1,,,,,,50000,,,,,55000
2020/09/11,メタウォーター株式会社,,,汚泥（特別管理産業廃棄物）,,,,,,,,,,1,,,,,,95000,,,,,104500
2020/08/04,メタウォーター株式会社,,,散気板,,,,,,,,,,3420,,,,,,7,,,,,26334
2020/09/11,メタウォーター株式会社,,,がれき類,,,,,,,,,,1610,,,,,,7,,,,,12397
2020/10/28,メタウォーター株式会社,,,散気板,,,,,,,,,,2300,,,,,,3.5,,,,,8855
2020/10/30,メタウォーター株式会社,,,散気板,,,,,,,,,,2440,,,,,,3.5,,,,,9394
2020/11/04,メタウォーター株式会社,,,散気板,,,,,,,,,,2320,,,,,,3.5,,,,,8932
2020/11/04,メタウォーター株式会社,,,散気板,,,,,,,,,,2150,,,,,,3.5,,,,,8277
2020/11/20,メタウォーター株式会社,,,散気板,,,,,,,,,,2640,,,,,,3.5,,,,,10164
2020/11/27,メタウォーター株式会社,,,がれき類,,,,,,,,,,2600,,,,,,7,,,,,20020
2020/12/16,メタウォーター株式会社,,,がれき類,,,,,,,,,,2560,,,,,,7,,,,,19712
2020/12/16,メタウォーター株式会社,,,がれき類,,,,,,,,,,2520,,,,,,7,,,,,19404
2020/12/16,メタウォーター株式会社,,,がれき類,,,,,,,,,,2340,,,,,,7,,,,,18018
2020/12/16,メタウォーター株式会社,,,がれき類,,,,,,,,,,2760,,,,,,7,,,,,21252
2020/12/16,メタウォーター株式会社,,,がれき類,,,,,,,,,,2670,,,,,,7,,,,,20559
2020/12/16,メタウォーター株式会社,,,がれき類,,,,,,,,,,2730,,,,,,7,,,,,21021
2020/12/16,メタウォーター株式会社,,,がれき類,,,,,,,,,,2610,,,,,,7,,,,,20097
2020/12/25,メタウォーター株式会社,,,がれき類,,,,,,,,,,6720,,,,,,7,,,,,51744
2020/12/25,メタウォーター株式会社,,,がれき類,,,,,,,,,,7040,,,,,,7,,,,,54208
2020/12/25,メタウォーター株式会社,,,がれき類,,,,,,,,,,7170,,,,,,7,,,,,55209
2021/01/25,メタウォーター株式会社,,,二次製品,,,,,,,,,,2780,,,,,,3.5,,,,,10703
2021/01/29,メタウォーター株式会社,,,散気板,,,,,,,,,,1860,,,,,,7,,,,,14322
2021/02/01,メタウォーター株式会社,,,万年塀,,,,,,,,,,2590,,,,,,3.5,,,,,9971
2021/02/02,メタウォーター株式会社,,,万年塀,,,,,,,,,,2510,,,,,,3.5,,,,,9663
2021/02/03,メタウォーター株式会社,,,万年塀,,,,,,,,,,2650,,,,,,3.5,,,,,10202
2021/02/09,メタウォーター株式会社,,,万年塀,,,,,,,,,,2210,,,,,,3.5,,,,,8508
2021/02/10,メタウォーター株式会社,,,万年塀,,,,,,,,,,2530,,,,,,3.5,,,,,9740
2021/02/15,メタウォーター株式会社,,,散気板,,,,,,,,,,1970,,,,,,3.5,,,,,7584
2021/02/17,メタウォーター株式会社,,,万年塀,,,,,,,,,,2650,,,,,,3.5,,,,,10202
2021/02/17,メタウォーター株式会社,,,二次製品,,,,,,,,,,3470,,,,,,3.5,,,,,13359
2021/02/17,メタウォーター株式会社,,,PC板,,,,,,,,,,3510,,,,,,3.5,,,,,13513
2021/02/18,メタウォーター株式会社,,,万年塀,,,,,,,,,,2610,,,,,,3.5,,,,,10048
2021/02/19,メタウォーター株式会社,,,二次製品,,,,,,,,,,3050,,,,,,3.5,,,,,11742
2021/02/19,メタウォーター株式会社,,,二次製品,,,,,,,,,,3070,,,,,,3.5,,,,,11819
2021/02/24,メタウォーター株式会社,,,ＡＬＣ,,,,,,,,,,2350,,,,,,7,,,,,18095
2021/02/25,メタウォーター株式会社,,,ALC,,,,,,,,,,2010,,,,,,7,,,,,15477
2021/03/03,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,1970,,,,,,1.5,,,,,3250
2021/03/04,メタウォーター株式会社,,,二次製品,,,,,,,,,,2570,,,,,,3.5,,,,,9894
2021/03/04,メタウォーター株式会社,,,二次製品,,,,,,,,,,2680,,,,,,3.5,,,,,10318
2021/03/05,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,1890,,,,,,7,,,,,14553
2021/03/05,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,1900,,,,,,7,,,,,14630
2021/03/08,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,5070,,,,,,7,,,,,39039
2021/03/08,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,8010,,,,,,7,,,,,61677
2021/03/08,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7950,,,,,,7,,,,,61215
2021/03/08,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,6310,,,,,,7,,,,,48587
2021/03/09,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7630,,,,,,7,,,,,58751
2021/03/09,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,8030,,,,,,7,,,,,61831
2021/03/09,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,8030,,,,,,7,,,,,61831
2021/03/09,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7440,,,,,,7,,,,,57288
2021/03/11,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7370,,,,,,7,,,,,56749
2021/03/11,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7860,,,,,,7,,,,,60522
2021/03/11,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7790,,,,,,7,,,,,59983
2021/03/11,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7920,,,,,,7,,,,,60984
2021/03/11,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,8770,,,,,,7,,,,,67529
2021/03/11,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7900,,,,,,7,,,,,60830
2021/03/11,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7380,,,,,,7,,,,,56826
2021/03/11,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,6240,,,,,,7,,,,,48048
2021/03/12,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,8710,,,,,,7,,,,,67067
2021/03/12,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,8560,,,,,,7,,,,,65912
2021/03/12,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7950,,,,,,7,,,,,61215
2021/03/12,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,6970,,,,,,7,,,,,53669
2021/03/12,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7850,,,,,,7,,,,,60445
2021/03/12,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,8690,,,,,,7,,,,,66913
2021/03/12,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,8720,,,,,,7,,,,,67144
2021/03/12,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,6160,,,,,,7,,,,,47432
2021/03/15,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7410,,,,,,7,,,,,57057
2021/03/15,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7160,,,,,,7,,,,,55132
2021/03/17,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,9060,,,,,,7,,,,,69762
2021/03/17,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,6710,,,,,,7,,,,,51667
2021/03/18,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,6650,,,,,,7,,,,,51205
2021/03/18,メタウォーター株式会社,,,耐火レンガ,,,,,,,,,,7300,,,,,,7,,,,,56210
2021/03/24,メタウォーター株式会社,,,コンクリ－トがら,,,,,,,,,,4780,,,,,,1.5,,,,,7887
2021/03/31,メタウォーター株式会社,,,万年塀,,,,,,,,,,2690,,,,,,3.5,,,,,10356
2020/04/09,メタウォーター株式会社,,,廃油,,,,,,,,,,1,,,,,,2000,,,,,2200
2020/05/11,メタウォーター株式会社,,,廃塗料（一斗缶）,,,,,,,,,,3,,,,,,3500,,,,,11550
2020/05/11,メタウォーター株式会社,,,廃塗料（4Ｌ缶）,,,,,,,,,,12,,,,,,1200,,,,,15840
2020/05/11,メタウォーター株式会社,,,廃塗料（2Ｌ缶）,,,,,,,,,,4,,,,,,900,,,,,3960
2020/05/11,メタウォーター株式会社,,,廃塗料（1Ｌ缶）,,,,,,,,,,31,,,,,,600,,,,,20460
2020/05/11,メタウォーター株式会社,,,仕分け料,,,,,,,,,,1,,,,,,12000,,,,,13200
2020/05/20,メタウォーター株式会社,,,廃油,,,,,,,,,,6,,,,,,2500,,,,,16500
2020/05/28,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,75000,,,,,82500
2020/05/28,メタウォーター株式会社,,,人工費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/05/28,メタウォーター株式会社,,,汚泥,,,,,,,,,,10860,,,,,,25,,,,,298650
2020/06/01,メタウォーター株式会社,,,廃油,,,,,,,,,,1,,,,,,2500,,,,,2750
2020/06/08,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,110000,,,,,121000
2020/06/08,メタウォーター株式会社,,,作業員、作業責任者,,,,,,,,,,1,,,,,,75000,,,,,82500
2020/06/08,メタウォーター株式会社,,,機材費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/06/08,メタウォーター株式会社,,,汚泥,,,,,,,,,,6290,,,,,,27,,,,,186813
2020/06/12,メタウォーター株式会社,,,廃油,,,,,,,,,,5,,,,,,2000,,,,,11000
2020/06/18,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,75000,,,,,82500
2020/06/18,メタウォーター株式会社,,,作業員,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/06/18,メタウォーター株式会社,,,諸経費,,,,,,,,,,1,,,,,,40000,,,,,44000
2020/06/18,メタウォーター株式会社,,,汚泥,,,,,,,,,,8820,,,,,,25,,,,,242550
2020/06/18,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,75000,,,,,82500
2020/06/18,メタウォーター株式会社,,,汚泥,,,,,,,,,,7090,,,,,,25,,,,,194975
2020/06/19,メタウォーター株式会社,,,汚泥,,,,,,,,,,850,,,,,,35,,,,,32725
2020/06/19,メタウォーター株式会社,,,汚泥,,,,,,,,,,1,,,,,,35000,,,,,38500
2020/07/02,メタウォーター株式会社,,,運搬費（10ｔﾊﾞｷｭｰﾑ）,,,,,,,,,,1,,,,,,110000,,,,,121000
2020/07/02,メタウォーター株式会社,,,作業員、作業責任者、諸経費,,,,,,,,,,1,,,,,,135000,,,,,148500
2020/07/02,メタウォーター株式会社,,,機材費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/02,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,110000,,,,,121000
2020/07/02,メタウォーター株式会社,,,作業員,,,,,,,,,,1,,,,,,25000,,,,,27500
2020/07/02,メタウォーター株式会社,,,汚泥（廃水処理）,,,,,,,,,,2760,,,,,,12,,,,,36432
2020/07/07,メタウォーター株式会社,,,運搬費,,,,,,,,,,2,,,,,,110000,,,,,242000
2020/07/07,メタウォーター株式会社,,,作業責任者、作業員、諸経費,,,,,,,,,,1,,,,,,110000,,,,,121000
2020/07/07,メタウォーター株式会社,,,機材費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/09,メタウォーター株式会社,,,廃油,,,,,,,,,,3,,,,,,2500,,,,,8250
2020/07/09,メタウォーター株式会社,,,運搬費,,,,,,,,,,2,,,,,,110000,,,,,242000
2020/07/09,メタウォーター株式会社,,,作業責任者、作業員、諸経費,,,,,,,,,,1,,,,,,110000,,,,,121000
2020/07/09,メタウォーター株式会社,,,機材費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/10,メタウォーター株式会社,,,運搬費,,,,,,,,,,2,,,,,,110000,,,,,242000
2020/07/10,メタウォーター株式会社,,,作業責任者、作業員、諸経費,,,,,,,,,,1,,,,,,110000,,,,,121000
2020/07/10,メタウォーター株式会社,,,機材費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/14,メタウォーター株式会社,,,運搬費,,,,,,,,,,2,,,,,,110000,,,,,242000
2020/07/14,メタウォーター株式会社,,,作業責任者、作業員、諸経費,,,,,,,,,,1,,,,,,110000,,,,,121000
2020/07/14,メタウォーター株式会社,,,機材費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/07/16,メタウォーター株式会社,,,運搬費（キャンセル）,,,,,,,,,,1,,,,,,35000,,,,,38500
2020/07/17,メタウォーター株式会社,,,汚泥移送作業費,,,,,,,,,,1,,,,,,520000,,,,,572000
2020/07/30,メタウォーター株式会社,,,汚泥,,,,,,,,,,1,,,,,,35000,,,,,38500
2020/08/21,メタウォーター株式会社,,,汚泥,,,,,,,,,,1,,,,,,35000,,,,,38500
2020/08/27,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,110000,,,,,121000
2020/08/27,メタウォーター株式会社,,,作業員、作業責任者,,,,,,,,,,1,,,,,,100000,,,,,110000
2020/08/27,メタウォーター株式会社,,,機材費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/08/27,メタウォーター株式会社,,,汚泥,,,,,,,,,,7550,,,,,,27,,,,,224235
2020/08/28,メタウォーター株式会社,,,廃油,,,,,,,,,,2,,,,,,2500,,,,,5500
2020/09/15,メタウォーター株式会社,,,運搬費（10ｔﾊﾞｷｭｰﾑ）,,,,,,,,,,1,,,,,,110000,,,,,121000
2020/09/15,メタウォーター株式会社,,,作業員、作業責任者等,,,,,,,,,,1,,,,,,100000,,,,,110000
2020/09/15,メタウォーター株式会社,,,機材費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/09/15,メタウォーター株式会社,,,汚泥,,,,,,,,,,3360,,,,,,27,,,,,99792
2020/09/16,メタウォーター株式会社,,,汚泥,,,,,,,,,,1,,,,,,35000,,,,,38500
2020/09/24,メタウォーター株式会社,,,廃油,,,,,,,,,,1,,,,,,2500,,,,,2750
2020/09/24,メタウォーター株式会社,,,汚泥,,,,,,,,,,1690,,,,,,27,,,,,50193
2020/09/24,メタウォーター株式会社,,,汚泥,,,,,,,,,,2490,,,,,,27,,,,,73953
2020/10/12,メタウォーター株式会社,,,汚泥,,,,,,,,,,1250,,,,,,27,,,,,37125
2020/10/21,メタウォーター株式会社,,,廃油（2Ｌ缶）,,,,,,,,,,1,,,,,,900,,,,,990
2020/11/04,メタウォーター株式会社,,,廃油,,,,,,,,,,6,,,,,,2500,,,,,16500
2020/11/04,メタウォーター株式会社,,,廃油,,,,,,,,,,10,,,,,,2500,,,,,27500
2020/11/09,メタウォーター株式会社,,,廃油,,,,,,,,,,4,,,,,,2000,,,,,8800
2020/11/20,メタウォーター株式会社,,,廃ウエス,,,,,,,,,,28,,,,,,3500,,,,,107800
2020/11/20,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,110000,,,,,121000
2020/11/20,メタウォーター株式会社,,,作業員等,,,,,,,,,,1,,,,,,100000,,,,,110000
2020/11/20,メタウォーター株式会社,,,機材費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/11/20,メタウォーター株式会社,,,汚泥,,,,,,,,,,7070,,,,,,27,,,,,209979
2020/12/02,メタウォーター株式会社,,,燃え殻,,,,,,,,,,8130,,,,,,27,,,,,241461
2020/12/02,メタウォーター株式会社,,,燃え殻,,,,,,,,,,8050,,,,,,27,,,,,239085
2020/12/02,メタウォーター株式会社,,,燃え殻,,,,,,,,,,7860,,,,,,27,,,,,233442
2020/12/02,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2670,,,,,,27,,,,,79299
2020/12/02,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2620,,,,,,27,,,,,77814
2020/12/02,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2750,,,,,,27,,,,,81675
2020/12/03,メタウォーター株式会社,,,燃え殻,,,,,,,,,,7910,,,,,,27,,,,,234927
2020/12/03,メタウォーター株式会社,,,燃え殻,,,,,,,,,,8310,,,,,,27,,,,,246807
2020/12/03,メタウォーター株式会社,,,燃え殻,,,,,,,,,,8220,,,,,,27,,,,,244134
2020/12/03,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2790,,,,,,27,,,,,82863
2020/12/03,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2850,,,,,,27,,,,,84645
2020/12/03,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2780,,,,,,27,,,,,82566
2020/12/03,メタウォーター株式会社,,,運搬費（10ｔﾊﾞｷｭｰﾑ）,,,,,,,,,,1,,,,,,110000,,,,,121000
2020/12/03,メタウォーター株式会社,,,作業員,,,,,,,,,,1,,,,,,100000,,,,,110000
2020/12/03,メタウォーター株式会社,,,機材費,,,,,,,,,,1,,,,,,30000,,,,,33000
2020/12/03,メタウォーター株式会社,,,汚泥,,,,,,,,,,5410,,,,,,27,,,,,160677
2020/12/03,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2020/12/03,メタウォーター株式会社,,,廃アルカリ（特管）,,,,,,,,,,15,,,,,,7000,,,,,115500
2020/12/04,メタウォーター株式会社,,,燃え殻,,,,,,,,,,8140,,,,,,27,,,,,241758
2020/12/04,メタウォーター株式会社,,,燃え殻,,,,,,,,,,9010,,,,,,27,,,,,267597
2020/12/04,メタウォーター株式会社,,,燃え殻,,,,,,,,,,9000,,,,,,27,,,,,267300
2020/12/04,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2940,,,,,,27,,,,,87318
2020/12/04,メタウォーター株式会社,,,燃え殻,,,,,,,,,,3120,,,,,,27,,,,,92664
2020/12/04,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2690,,,,,,27,,,,,79893
2020/12/07,メタウォーター株式会社,,,燃え殻,,,,,,,,,,8890,,,,,,27,,,,,264033
2020/12/07,メタウォーター株式会社,,,燃え殻,,,,,,,,,,9020,,,,,,27,,,,,267894
2020/12/07,メタウォーター株式会社,,,燃え殻,,,,,,,,,,8860,,,,,,27,,,,,263142
2020/12/07,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2560,,,,,,27,,,,,76032
2020/12/07,メタウォーター株式会社,,,燃え殻,,,,,,,,,,3210,,,,,,27,,,,,95337
2020/12/07,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2690,,,,,,27,,,,,79893
2020/12/08,メタウォーター株式会社,,,燃え殻,,,,,,,,,,8150,,,,,,27,,,,,242055
2020/12/08,メタウォーター株式会社,,,燃え殻,,,,,,,,,,8110,,,,,,27,,,,,240867
2020/12/08,メタウォーター株式会社,,,燃え殻,,,,,,,,,,8750,,,,,,27,,,,,259875
2020/12/08,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2700,,,,,,27,,,,,80190
2020/12/08,メタウォーター株式会社,,,燃え殻,,,,,,,,,,3520,,,,,,27,,,,,104544
2020/12/08,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2770,,,,,,27,,,,,82269
2020/12/11,メタウォーター株式会社,,,廃油,,,,,,,,,,4,,,,,,2000,,,,,8800
2020/12/17,メタウォーター株式会社,,,廃油,,,,,,,,,,1,,,,,,2000,,,,,2200
2021/01/08,メタウォーター株式会社,,,廃油,,,,,,,,,,10,,,,,,2000,,,,,22000
2021/01/14,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,70000,,,,,77000
2021/01/14,メタウォーター株式会社,,,機材費,,,,,,,,,,1,,,,,,75000,,,,,82500
2021/01/14,メタウォーター株式会社,,,燃え殻,,,,,,,,,,680,,,,,,27,,,,,20196
2021/02/03,メタウォーター株式会社,,,廃油,,,,,,,,,,6,,,,,,2000,,,,,13200
2021/02/08,メタウォーター株式会社,,,燃え殻,,,,,,,,,,7050,,,,,,27,,,,,209385
2021/02/08,メタウォーター株式会社,,,燃え殻,,,,,,,,,,7480,,,,,,27,,,,,222156
2021/02/08,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2860,,,,,,27,,,,,84942
2021/02/08,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2980,,,,,,27,,,,,88506
2021/02/09,メタウォーター株式会社,,,燃え殻,,,,,,,,,,6890,,,,,,27,,,,,204633
2021/02/09,メタウォーター株式会社,,,燃え殻,,,,,,,,,,8080,,,,,,27,,,,,239976
2021/02/09,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2520,,,,,,27,,,,,74844
2021/02/09,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2500,,,,,,27,,,,,74250
2021/02/10,メタウォーター株式会社,,,燃え殻,,,,,,,,,,5840,,,,,,27,,,,,173448
2021/02/10,メタウォーター株式会社,,,燃え殻,,,,,,,,,,2960,,,,,,27,,,,,87912
